Module	Section	Sample Name	Source
Picard	GcBiasMetrics	SD162359	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162359/gcbias_summary.txt
Picard	InsertSizeMetrics	SC501095	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501095/insert_size.txt
Picard	InsertSizeMetrics	SC501096	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501096/insert_size.txt
Picard	InsertSizeMetrics	SC501105	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501105/insert_size.txt
Picard	InsertSizeMetrics	SC501108	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501108/insert_size.txt
Picard	InsertSizeMetrics	SC501110	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501110/insert_size.txt
Picard	InsertSizeMetrics	SC501111	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501111/insert_size.txt
Picard	InsertSizeMetrics	SD162355	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162355/insert_size.txt
Picard	InsertSizeMetrics	SD162357	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162357/insert_size.txt
Picard	InsertSizeMetrics	SD162359	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162359/insert_size.txt
Picard	DuplicationMetrics	SC501095	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/gatk_markdup/SC501095.dedup.metrics
Picard	DuplicationMetrics	SC501096	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/gatk_markdup/SC501096.dedup.metrics
Picard	DuplicationMetrics	SC501105	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/gatk_markdup/SC501105.dedup.metrics
Picard	DuplicationMetrics	SC501108	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/gatk_markdup/SC501108.dedup.metrics
Picard	DuplicationMetrics	SC501110	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/gatk_markdup/SC501110.dedup.metrics
Picard	DuplicationMetrics	SC501111	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/gatk_markdup/SC501111.dedup.metrics
Picard	DuplicationMetrics	SD162355	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/gatk_markdup/SD162355.dedup.metrics
Picard	DuplicationMetrics	SD162357	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/gatk_markdup/SD162357.dedup.metrics
Picard	DuplicationMetrics	SD162359	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/gatk_markdup/SD162359.dedup.metrics
Picard	Histogram	SC501095	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501095/qualityscore.txt
Picard	Histogram	SC501096	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501096/qualityscore.txt
Picard	Histogram	SC501105	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501105/qualityscore.txt
Picard	Histogram	SC501108	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501108/qualityscore.txt
Picard	Histogram	SC501110	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501110/qualityscore.txt
Picard	Histogram	SC501111	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SC501111/qualityscore.txt
Picard	Histogram	SD162355	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162355/qualityscore.txt
Picard	Histogram	SD162357	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162357/qualityscore.txt
Picard	Histogram	SD162359	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162359/qualityscore.txt
Picard	QualityYieldMetrics	quality_yield	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectmultiplemetrics/SD162359/quality_yield.txt
Picard	WgsMetrics	SC501095	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectwgsmetrics/SC501095.collect_wgs_metrics.txt
Picard	WgsMetrics	SC501096	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectwgsmetrics/SC501096.collect_wgs_metrics.txt
Picard	WgsMetrics	SC501105	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectwgsmetrics/SC501105.collect_wgs_metrics.txt
Picard	WgsMetrics	SC501108	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectwgsmetrics/SC501108.collect_wgs_metrics.txt
Picard	WgsMetrics	SC501110	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectwgsmetrics/SC501110.collect_wgs_metrics.txt
Picard	WgsMetrics	SC501111	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectwgsmetrics/SC501111.collect_wgs_metrics.txt
Picard	WgsMetrics	SD162355	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectwgsmetrics/SD162355.collect_wgs_metrics.txt
Picard	WgsMetrics	SD162357	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectwgsmetrics/SD162357.collect_wgs_metrics.txt
Picard	WgsMetrics	SD162359	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/collectwgsmetrics/SD162359.collect_wgs_metrics.txt
FastQ Screen	all_sections	SC501095_B22CHLTLT3	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastq_screen/SC501095_B22CHLTLT3.fastq_screen.txt
FastQ Screen	all_sections	SC501096_B22CHLTLT3	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastq_screen/SC501096_B22CHLTLT3.fastq_screen.txt
FastQ Screen	all_sections	SC501105_B22CHLTLT3	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastq_screen/SC501105_B22CHLTLT3.fastq_screen.txt
FastQ Screen	all_sections	SC501108_B22CHLTLT3	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastq_screen/SC501108_B22CHLTLT3.fastq_screen.txt
FastQ Screen	all_sections	SC501110_B22CHLTLT3	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastq_screen/SC501110_B22CHLTLT3.fastq_screen.txt
FastQ Screen	all_sections	SC501111_B22CHLTLT3	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastq_screen/SC501111_B22CHLTLT3.fastq_screen.txt
FastQ Screen	all_sections	SD162355_A22FKHJLT3	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastq_screen/SD162355_A22FKHJLT3.fastq_screen.txt
FastQ Screen	all_sections	SD162357_A22FKHJLT3	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastq_screen/SD162357_A22FKHJLT3.fastq_screen.txt
FastQ Screen	all_sections	SD162359_A22FKHJLT3	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastq_screen/SD162359_A22FKHJLT3.fastq_screen.txt
FastQC	all_sections	SC501095_B22CHLTLT3.R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SC501095_B22CHLTLT3.R1_fastqc.zip
FastQC	all_sections	SC501095_B22CHLTLT3.R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SC501095_B22CHLTLT3.R2_fastqc.zip
FastQC	all_sections	SC501096_B22CHLTLT3.R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SC501096_B22CHLTLT3.R1_fastqc.zip
FastQC	all_sections	SC501096_B22CHLTLT3.R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SC501096_B22CHLTLT3.R2_fastqc.zip
FastQC	all_sections	SC501105_B22CHLTLT3.R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SC501105_B22CHLTLT3.R1_fastqc.zip
FastQC	all_sections	SC501105_B22CHLTLT3.R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SC501105_B22CHLTLT3.R2_fastqc.zip
FastQC	all_sections	SC501108_B22CHLTLT3.R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SC501108_B22CHLTLT3.R1_fastqc.zip
FastQC	all_sections	SC501108_B22CHLTLT3.R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SC501108_B22CHLTLT3.R2_fastqc.zip
FastQC	all_sections	SC501110_B22CHLTLT3.R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SC501110_B22CHLTLT3.R1_fastqc.zip
FastQC	all_sections	SC501110_B22CHLTLT3.R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SC501110_B22CHLTLT3.R2_fastqc.zip
FastQC	all_sections	SC501111_B22CHLTLT3.R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SC501111_B22CHLTLT3.R1_fastqc.zip
FastQC	all_sections	SC501111_B22CHLTLT3.R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SC501111_B22CHLTLT3.R2_fastqc.zip
FastQC	all_sections	SD162355_A22FKHJLT3.R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SD162355_A22FKHJLT3.R1_fastqc.zip
FastQC	all_sections	SD162355_A22FKHJLT3.R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SD162355_A22FKHJLT3.R2_fastqc.zip
FastQC	all_sections	SD162357_A22FKHJLT3.R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SD162357_A22FKHJLT3.R1_fastqc.zip
FastQC	all_sections	SD162357_A22FKHJLT3.R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SD162357_A22FKHJLT3.R2_fastqc.zip
FastQC	all_sections	SD162359_A22FKHJLT3.R1	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SD162359_A22FKHJLT3.R1_fastqc.zip
FastQC	all_sections	SD162359_A22FKHJLT3.R2	/vf/users/DCEG_Trios/novaseq_benchmark/TriosCompass_v2/output/fastqc/SD162359_A22FKHJLT3.R2_fastqc.zip
